track_id,file_name,audio_path,status,error_type,error_message,duration_sec,sample_rate_hz,n_samples,peak_amplitude,waveform_rms,n_fft,hop_length,elapsed_sec
18,18.mp3,data_raw/PMEmo/chorus/18.mp3,ok,,,52.03591836734694,22050,1147392,1.0600217580795288,0.2941015865619531,2048,512,1.4713
19,19.mp3,data_raw/PMEmo/chorus/19.mp3,ok,,,43.049795918367344,22050,949248,1.056337833404541,0.2646814384001312,2048,512,1.2293
20,20.mp3,data_raw/PMEmo/chorus/20.mp3,ok,,,81.03183673469388,22050,1786752,0.6829231977462769,0.07555341275802478,2048,512,2.3395
21,21.mp3,data_raw/PMEmo/chorus/21.mp3,ok,,,45.03510204081633,22050,993024,1.0303137302398682,0.3025721955683411,2048,512,1.3366
23,23.mp3,data_raw/PMEmo/chorus/23.mp3,ok,,,28.02938775510204,22050,618048,0.8611356616020203,0.24409272804559579,2048,512,0.8176
25,25.mp3,data_raw/PMEmo/chorus/25.mp3,ok,,,42.031020408163265,22050,926784,1.0010616779327393,0.26195136508650824,2048,512,1.2243
26,26.mp3,data_raw/PMEmo/chorus/26.mp3,ok,,,18.05061224489796,22050,398016,1.099508285522461,0.33701752821107317,2048,512,0.5379
28,28.mp3,data_raw/PMEmo/chorus/28.mp3,ok,,,49.031836734693876,22050,1081152,1.0039600133895874,0.3524829521363682,2048,512,1.4265
29,29.mp3,data_raw/PMEmo/chorus/29.mp3,ok,,,41.03836734693878,22050,904896,0.9172075986862183,0.25737058460245443,2048,512,1.2007
30,30.mp3,data_raw/PMEmo/chorus/30.mp3,ok,,,52.03591836734694,22050,1147392,0.886687159538269,0.2602160306383614,2048,512,1.5142
31,31.mp3,data_raw/PMEmo/chorus/31.mp3,ok,,,18.05061224489796,22050,398016,1.3582687377929688,0.24029863114536854,2048,512,0.5225
32,32.mp3,data_raw/PMEmo/chorus/32.mp3,ok,,,35.030204081632654,22050,772416,0.9185935258865356,0.23632799903676596,2048,512,1.0175
33,33.mp3,data_raw/PMEmo/chorus/33.mp3,ok,,,33.04489795918367,22050,728640,1.0943681001663208,0.32293957175708643,2048,512,0.9603
34,34.mp3,data_raw/PMEmo/chorus/34.mp3,ok,,,36.04897959183673,22050,794880,0.6312010288238525,0.1376587021539435,2048,512,1.0617
35,35.mp3,data_raw/PMEmo/chorus/35.mp3,ok,,,52.03591836734694,22050,1147392,0.9365705251693726,0.24590193633307825,2048,512,1.4911
37,37.mp3,data_raw/PMEmo/chorus/37.mp3,ok,,,44.04244897959184,22050,971136,1.0146305561065674,0.32355736568880256,2048,512,1.2774
38,38.mp3,data_raw/PMEmo/chorus/38.mp3,ok,,,39.0269387755102,22050,860544,1.11867356300354,0.3215186203214955,2048,512,1.1356
39,39.mp3,data_raw/PMEmo/chorus/39.mp3,ok,,,44.04244897959184,22050,971136,1.1952691078186035,0.34563294702173974,2048,512,1.2926
40,40.mp3,data_raw/PMEmo/chorus/40.mp3,ok,,,37.04163265306122,22050,816768,0.977306604385376,0.17089795974713265,2048,512,1.084
42,42.mp3,data_raw/PMEmo/chorus/42.mp3,ok,,,47.0465306122449,22050,1037376,1.0237369537353516,0.2802601111760539,2048,512,1.3721
43,43.mp3,data_raw/PMEmo/chorus/43.mp3,ok,,,40.04571428571428,22050,883008,0.9885474443435669,0.29974103418767484,2048,512,1.1786
44,44.mp3,data_raw/PMEmo/chorus/44.mp3,ok,,,60.02938775510204,22050,1323648,1.0308901071548462,0.2874510605886422,2048,512,1.7469
46,46.mp3,data_raw/PMEmo/chorus/46.mp3,ok,,,45.03510204081633,22050,993024,1.2841088771820068,0.36099300618669566,2048,512,1.2979
47,47.mp3,data_raw/PMEmo/chorus/47.mp3,ok,,,36.04897959183673,22050,794880,1.2940120697021484,0.2429891493918053,2048,512,1.04
48,48.mp3,data_raw/PMEmo/chorus/48.mp3,ok,,,33.04489795918367,22050,728640,1.0089261531829834,0.24260291523321034,2048,512,0.9797
49,49.mp3,data_raw/PMEmo/chorus/49.mp3,ok,,,34.037551020408166,22050,750528,0.9169126152992249,0.2806507439781601,2048,512,1.0027
50,50.mp3,data_raw/PMEmo/chorus/50.mp3,ok,,,33.04489795918367,22050,728640,0.9989917278289795,0.18017631334252,2048,512,0.9734
51,51.mp3,data_raw/PMEmo/chorus/51.mp3,ok,,,21.02857142857143,22050,463680,1.1009349822998047,0.30333075947014443,2048,512,0.6198
52,52.mp3,data_raw/PMEmo/chorus/52.mp3,ok,,,31.0334693877551,22050,684288,1.073622703552246,0.3047487340561623,2048,512,0.9171
54,54.mp3,data_raw/PMEmo/chorus/54.mp3,ok,,,29.048163265306123,22050,640512,0.9109193086624146,0.25553858471710106,2048,512,0.8738
55,55.mp3,data_raw/PMEmo/chorus/55.mp3,ok,,,33.04489795918367,22050,728640,0.9408973455429077,0.25932264153746926,2048,512,0.9742
56,56.mp3,data_raw/PMEmo/chorus/56.mp3,ok,,,28.02938775510204,22050,618048,0.9684133529663086,0.15034885798207537,2048,512,0.8039
57,57.mp3,data_raw/PMEmo/chorus/57.mp3,ok,,,49.031836734693876,22050,1081152,1.0518834590911865,0.3339741214413106,2048,512,1.4212
58,58.mp3,data_raw/PMEmo/chorus/58.mp3,ok,,,55.04,22050,1213632,0.9619771242141724,0.25219022467291596,2048,512,1.5975
59,59.mp3,data_raw/PMEmo/chorus/59.mp3,ok,,,28.02938775510204,22050,618048,1.0141780376434326,0.2711092801564878,2048,512,0.8397
60,60.mp3,data_raw/PMEmo/chorus/60.mp3,ok,,,47.0465306122449,22050,1037376,0.9302085638046265,0.2428872914794827,2048,512,1.3797
61,61.mp3,data_raw/PMEmo/chorus/61.mp3,ok,,,28.02938775510204,22050,618048,0.9909552335739136,0.3391378018431811,2048,512,0.8315
63,63.mp3,data_raw/PMEmo/chorus/63.mp3,ok,,,29.048163265306123,22050,640512,0.9943193793296814,0.27115815023726625,2048,512,0.8736
64,64.mp3,data_raw/PMEmo/chorus/64.mp3,ok,,,14.027755102040816,22050,309312,0.901313066482544,0.1354379254861944,2048,512,0.436
65,65.mp3,data_raw/PMEmo/chorus/65.mp3,ok,,,25.05142857142857,22050,552384,0.8777114748954773,0.17923342717796947,2048,512,0.7926
66,66.mp3,data_raw/PMEmo/chorus/66.mp3,ok,,,25.05142857142857,22050,552384,0.9963604807853699,0.28348206751507443,2048,512,0.7471
67,67.mp3,data_raw/PMEmo/chorus/67.mp3,ok,,,33.04489795918367,22050,728640,0.978447675704956,0.283593171163083,2048,512,0.9554
68,68.mp3,data_raw/PMEmo/chorus/68.mp3,ok,,,29.048163265306123,22050,640512,1.1682552099227905,0.3464722315185835,2048,512,0.8296
69,69.mp3,data_raw/PMEmo/chorus/69.mp3,ok,,,17.03183673469388,22050,375552,1.033592939376831,0.266882211170387,2048,512,0.5024
70,70.mp3,data_raw/PMEmo/chorus/70.mp3,ok,,,30.040816326530614,22050,662400,1.0154483318328857,0.23226885585955337,2048,512,0.8632
71,71.mp3,data_raw/PMEmo/chorus/71.mp3,ok,,,28.02938775510204,22050,618048,1.0313493013381958,0.2788967376646147,2048,512,0.8119
72,72.mp3,data_raw/PMEmo/chorus/72.mp3,ok,,,21.02857142857143,22050,463680,1.0219907760620117,0.29034908581989444,2048,512,0.6116
73,73.mp3,data_raw/PMEmo/chorus/73.mp3,ok,,,18.05061224489796,22050,398016,1.0070297718048096,0.2521112152947477,2048,512,0.5335
74,74.mp3,data_raw/PMEmo/chorus/74.mp3,ok,,,26.04408163265306,22050,574272,1.0368025302886963,0.2608784055891653,2048,512,0.7619
75,75.mp3,data_raw/PMEmo/chorus/75.mp3,ok,,,22.04734693877551,22050,486144,1.1329333782196045,0.2963887110429686,2048,512,0.6486
76,76.mp3,data_raw/PMEmo/chorus/76.mp3,ok,,,20.035918367346937,22050,441792,1.0434412956237793,0.28938142256179006,2048,512,0.5867
78,78.mp3,data_raw/PMEmo/chorus/78.mp3,ok,,,41.03836734693878,22050,904896,0.9387666583061218,0.1581911672048667,2048,512,1.1692
79,79.mp3,data_raw/PMEmo/chorus/79.mp3,ok,,,48.03918367346939,22050,1059264,1.127496600151062,0.20709556500735068,2048,512,1.4054
80,80.mp3,data_raw/PMEmo/chorus/80.mp3,ok,,,19.04326530612245,22050,419904,0.8461954593658447,0.22797741890733322,2048,512,0.5714
81,81.mp3,data_raw/PMEmo/chorus/81.mp3,ok,,,26.04408163265306,22050,574272,1.042572259902954,0.31233521931566277,2048,512,0.7705
83,83.mp3,data_raw/PMEmo/chorus/83.mp3,ok,,,27.036734693877552,22050,596160,1.0088913440704346,0.24684610879329952,2048,512,0.8218
84,84.mp3,data_raw/PMEmo/chorus/84.mp3,ok,,,17.03183673469388,22050,375552,0.7014206647872925,0.10298341333529792,2048,512,0.5226
85,85.mp3,data_raw/PMEmo/chorus/85.mp3,ok,,,14.027755102040816,22050,309312,0.5599156022071838,0.1047485250748935,2048,512,0.4274
86,86.mp3,data_raw/PMEmo/chorus/86.mp3,ok,,,32.02612244897959,22050,706176,0.9632387757301331,0.22305827576807286,2048,512,0.9427
87,87.mp3,data_raw/PMEmo/chorus/87.mp3,ok,,,30.040816326530614,22050,662400,1.0279779434204102,0.25675895686471606,2048,512,0.8869
88,88.mp3,data_raw/PMEmo/chorus/88.mp3,ok,,,35.030204081632654,22050,772416,0.9495441913604736,0.22450981474379236,2048,512,1.0246
89,89.mp3,data_raw/PMEmo/chorus/89.mp3,ok,,,30.040816326530614,22050,662400,0.9876803159713745,0.22112169357087172,2048,512,0.8762
90,90.mp3,data_raw/PMEmo/chorus/90.mp3,ok,,,35.030204081632654,22050,772416,1.1108765602111816,0.2848673317147468,2048,512,1.0312
91,91.mp3,data_raw/PMEmo/chorus/91.mp3,ok,,,30.040816326530614,22050,662400,1.129382610321045,0.3326099283710773,2048,512,0.8779
92,92.mp3,data_raw/PMEmo/chorus/92.mp3,ok,,,35.030204081632654,22050,772416,1.1108765602111816,0.2848673317147468,2048,512,1.0411
93,93.mp3,data_raw/PMEmo/chorus/93.mp3,ok,,,76.04244897959184,22050,1676736,0.9169052839279175,0.1859328593233589,2048,512,2.2044
94,94.mp3,data_raw/PMEmo/chorus/94.mp3,ok,,,37.04163265306122,22050,816768,1.059330701828003,0.28920897229308634,2048,512,1.0486
95,95.mp3,data_raw/PMEmo/chorus/95.mp3,ok,,,14.027755102040816,22050,309312,1.0138256549835205,0.2287190365273263,2048,512,0.4239
96,96.mp3,data_raw/PMEmo/chorus/96.mp3,ok,,,38.034285714285716,22050,838656,1.1202070713043213,0.27020340085207595,2048,512,1.0925
97,97.mp3,data_raw/PMEmo/chorus/97.mp3,ok,,,19.04326530612245,22050,419904,1.0904282331466675,0.27624806476196695,2048,512,0.5636
98,98.mp3,data_raw/PMEmo/chorus/98.mp3,ok,,,31.0334693877551,22050,684288,1.1384508609771729,0.24384354444254386,2048,512,0.8895
99,99.mp3,data_raw/PMEmo/chorus/99.mp3,ok,,,26.04408163265306,22050,574272,1.0531827211380005,0.2268395277842867,2048,512,0.7893
100,100.mp3,data_raw/PMEmo/chorus/100.mp3,ok,,,40.04571428571428,22050,883008,1.1202192306518555,0.13007505409807268,2048,512,1.1719
101,101.mp3,data_raw/PMEmo/chorus/101.mp3,ok,,,13.035102040816327,22050,287424,0.7745612859725952,0.14801350429572305,2048,512,0.3867
102,102.mp3,data_raw/PMEmo/chorus/102.mp3,ok,,,18.05061224489796,22050,398016,0.829917311668396,0.15814181510939304,2048,512,0.5314
103,103.mp3,data_raw/PMEmo/chorus/103.mp3,ok,,,24.03265306122449,22050,529920,1.1430186033248901,0.36141679605862775,2048,512,0.699
104,104.mp3,data_raw/PMEmo/chorus/104.mp3,ok,,,65.04489795918367,22050,1434240,1.0191986560821533,0.30729827119889236,2048,512,1.8996
105,105.mp3,data_raw/PMEmo/chorus/105.mp3,ok,,,50.05061224489796,22050,1103616,0.9979907274246216,0.19244603282749612,2048,512,1.3927
106,106.mp3,data_raw/PMEmo/chorus/106.mp3,ok,,,40.04571428571428,22050,883008,1.0973243713378906,0.3001171106656401,2048,512,1.1611
107,107.mp3,data_raw/PMEmo/chorus/107.mp3,ok,,,22.04734693877551,22050,486144,1.103344202041626,0.3139923482475065,2048,512,0.6321
108,108.mp3,data_raw/PMEmo/chorus/108.mp3,ok,,,49.031836734693876,22050,1081152,1.1538410186767578,0.3309165331209204,2048,512,1.4289
109,109.mp3,data_raw/PMEmo/chorus/109.mp3,ok,,,54.04734693877551,22050,1191744,1.0916550159454346,0.3100197116387343,2048,512,1.5502
110,110.mp3,data_raw/PMEmo/chorus/110.mp3,ok,,,14.027755102040816,22050,309312,1.0381571054458618,0.26289587063895564,2048,512,0.4213
113,113.mp3,data_raw/PMEmo/chorus/113.mp3,ok,,,38.034285714285716,22050,838656,1.1004401445388794,0.34747395053875213,2048,512,1.1032
114,114.mp3,data_raw/PMEmo/chorus/114.mp3,ok,,,38.034285714285716,22050,838656,1.0400595664978027,0.24180906439027788,2048,512,1.0982
115,115.mp3,data_raw/PMEmo/chorus/115.mp3,ok,,,43.049795918367344,22050,949248,1.097766637802124,0.3457877264945542,2048,512,1.24
116,116.mp3,data_raw/PMEmo/chorus/116.mp3,ok,,,27.036734693877552,22050,596160,1.1367764472961426,0.3344324451096858,2048,512,0.7888
117,117.mp3,data_raw/PMEmo/chorus/117.mp3,ok,,,21.02857142857143,22050,463680,1.081183910369873,0.28960110180401405,2048,512,0.6148
118,118.mp3,data_raw/PMEmo/chorus/118.mp3,ok,,,11.049795918367346,22050,243648,1.167620062828064,0.3480407285839717,2048,512,0.3315
119,119.mp3,data_raw/PMEmo/chorus/119.mp3,ok,,,59.03673469387755,22050,1301760,0.9144662618637085,0.17706168654460322,2048,512,1.6742
120,120.mp3,data_raw/PMEmo/chorus/120.mp3,ok,,,59.03673469387755,22050,1301760,0.5675674676895142,0.1128459480957214,2048,512,1.6935
123,123.mp3,data_raw/PMEmo/chorus/123.mp3,ok,,,33.04489795918367,22050,728640,0.9878207445144653,0.21592807632718955,2048,512,0.9539
124,124.mp3,data_raw/PMEmo/chorus/124.mp3,ok,,,36.04897959183673,22050,794880,1.1657357215881348,0.31093360049298674,2048,512,1.0397
126,126.mp3,data_raw/PMEmo/chorus/126.mp3,ok,,,43.049795918367344,22050,949248,0.9839732050895691,0.27060635256902893,2048,512,1.2395
127,127.mp3,data_raw/PMEmo/chorus/127.mp3,ok,,,43.049795918367344,22050,949248,1.1497218608856201,0.34270428149024923,2048,512,1.2353
128,128.mp3,data_raw/PMEmo/chorus/128.mp3,ok,,,26.04408163265306,22050,574272,0.7919713258743286,0.14045414384277097,2048,512,0.7465
132,132.mp3,data_raw/PMEmo/chorus/132.mp3,ok,,,46.027755102040814,22050,1014912,1.1041103601455688,0.34108359781492553,2048,512,1.3379
133,133.mp3,data_raw/PMEmo/chorus/133.mp3,ok,,,62.04081632653061,22050,1368000,1.1695501804351807,0.2765712996836742,2048,512,1.7656
134,134.mp3,data_raw/PMEmo/chorus/134.mp3,ok,,,41.03836734693878,22050,904896,1.1146109104156494,0.31030188282688553,2048,512,1.1703
135,135.mp3,data_raw/PMEmo/chorus/135.mp3,ok,,,41.03836734693878,22050,904896,0.8952835202217102,0.20107809000346338,2048,512,1.2038
136,136.mp3,data_raw/PMEmo/chorus/136.mp3,ok,,,50.05061224489796,22050,1103616,0.9985346794128418,0.189156968368325,2048,512,1.429
137,137.mp3,data_raw/PMEmo/chorus/137.mp3,ok,,,42.031020408163265,22050,926784,0.9623732566833496,0.2928410525684792,2048,512,1.2137
138,138.mp3,data_raw/PMEmo/chorus/138.mp3,ok,,,41.03836734693878,22050,904896,0.9047717452049255,0.2360406104788714,2048,512,1.1709
139,139.mp3,data_raw/PMEmo/chorus/139.mp3,ok,,,32.02612244897959,22050,706176,1.0923078060150146,0.3036756870413634,2048,512,0.9162
140,140.mp3,data_raw/PMEmo/chorus/140.mp3,ok,,,85.02857142857142,22050,1874880,1.109989881515503,0.3137444697179762,2048,512,2.4167
141,141.mp3,data_raw/PMEmo/chorus/141.mp3,ok,,,28.02938775510204,22050,618048,1.0652012825012207,0.2364847237983446,2048,512,0.7919
142,142.mp3,data_raw/PMEmo/chorus/142.mp3,ok,,,24.03265306122449,22050,529920,1.0042877197265625,0.254749331000477,2048,512,0.6857
143,143.mp3,data_raw/PMEmo/chorus/143.mp3,ok,,,61.04816326530612,22050,1346112,0.990110456943512,0.30016787747250634,2048,512,1.7768
144,144.mp3,data_raw/PMEmo/chorus/144.mp3,ok,,,40.04571428571428,22050,883008,1.1530191898345947,0.33633660646265573,2048,512,1.1657
145,145.mp3,data_raw/PMEmo/chorus/145.mp3,ok,,,40.04571428571428,22050,883008,1.0588507652282715,0.2634364700710681,2048,512,1.1536
146,146.mp3,data_raw/PMEmo/chorus/146.mp3,ok,,,40.04571428571428,22050,883008,1.080228328704834,0.2856126127294925,2048,512,1.1594
147,147.mp3,data_raw/PMEmo/chorus/147.mp3,ok,,,52.03591836734694,22050,1147392,0.9561691284179688,0.20959008999644899,2048,512,1.4886
148,148.mp3,data_raw/PMEmo/chorus/148.mp3,ok,,,35.030204081632654,22050,772416,0.787790060043335,0.1339093397369066,2048,512,0.9901
149,149.mp3,data_raw/PMEmo/chorus/149.mp3,ok,,,65.04489795918367,22050,1434240,0.9005962610244751,0.19897006883196272,2048,512,1.8508
150,150.mp3,data_raw/PMEmo/chorus/150.mp3,ok,,,43.049795918367344,22050,949248,0.9081022143363953,0.1912585143189031,2048,512,1.244
151,151.mp3,data_raw/PMEmo/chorus/151.mp3,ok,,,75.04979591836735,22050,1654848,0.9123563766479492,0.16003720677408112,2048,512,2.1444
152,152.mp3,data_raw/PMEmo/chorus/152.mp3,ok,,,37.04163265306122,22050,816768,1.076110601425171,0.3153953856584523,2048,512,1.0762
153,153.mp3,data_raw/PMEmo/chorus/153.mp3,ok,,,39.0269387755102,22050,860544,1.0472161769866943,0.2729656468835492,2048,512,1.1279
156,156.mp3,data_raw/PMEmo/chorus/156.mp3,ok,,,63.033469387755105,22050,1389888,0.9618384838104248,0.269700221376283,2048,512,1.7929
157,157.mp3,data_raw/PMEmo/chorus/157.mp3,ok,,,41.03836734693878,22050,904896,0.9771906733512878,0.2667049031441966,2048,512,1.1594
158,158.mp3,data_raw/PMEmo/chorus/158.mp3,ok,,,21.02857142857143,22050,463680,0.6439434885978699,0.11083025936870619,2048,512,0.6148
159,159.mp3,data_raw/PMEmo/chorus/159.mp3,ok,,,49.031836734693876,22050,1081152,1.1077256202697754,0.3360114822903285,2048,512,1.4053
160,160.mp3,data_raw/PMEmo/chorus/160.mp3,ok,,,48.03918367346939,22050,1059264,1.0991159677505493,0.2830884392251378,2048,512,1.37
161,161.mp3,data_raw/PMEmo/chorus/161.mp3,ok,,,42.031020408163265,22050,926784,1.0230391025543213,0.26207537179310436,2048,512,1.2085
162,162.mp3,data_raw/PMEmo/chorus/162.mp3,ok,,,48.03918367346939,22050,1059264,1.0991159677505493,0.2830884392251378,2048,512,1.3732
165,165.mp3,data_raw/PMEmo/chorus/165.mp3,ok,,,46.027755102040814,22050,1014912,1.0589532852172852,0.2707143449106653,2048,512,1.3222
166,166.mp3,data_raw/PMEmo/chorus/166.mp3,ok,,,38.034285714285716,22050,838656,1.0022448301315308,0.35158457072006943,2048,512,1.0949
167,167.mp3,data_raw/PMEmo/chorus/167.mp3,ok,,,54.04734693877551,22050,1191744,1.0730440616607666,0.3417956904158992,2048,512,1.5712
168,168.mp3,data_raw/PMEmo/chorus/168.mp3,ok,,,57.05142857142857,22050,1257984,1.0627323389053345,0.2830452768983369,2048,512,1.6452
169,169.mp3,data_raw/PMEmo/chorus/169.mp3,ok,,,32.02612244897959,22050,706176,1.0372116565704346,0.3045006653500553,2048,512,0.9237
170,170.mp3,data_raw/PMEmo/chorus/170.mp3,ok,,,42.031020408163265,22050,926784,0.8552137613296509,0.19015838149836545,2048,512,1.2025
171,171.mp3,data_raw/PMEmo/chorus/171.mp3,ok,,,33.04489795918367,22050,728640,1.1385489702224731,0.30814810716980695,2048,512,0.9597
172,172.mp3,data_raw/PMEmo/chorus/172.mp3,ok,,,29.048163265306123,22050,640512,0.9653816819190979,0.31832243167108887,2048,512,0.8446
174,174.mp3,data_raw/PMEmo/chorus/174.mp3,ok,,,26.04408163265306,22050,574272,1.0200254917144775,0.28487212705247056,2048,512,0.7538
175,175.mp3,data_raw/PMEmo/chorus/175.mp3,ok,,,31.0334693877551,22050,684288,1.0429883003234863,0.3334973498840979,2048,512,0.8728
176,176.mp3,data_raw/PMEmo/chorus/176.mp3,ok,,,21.02857142857143,22050,463680,1.1028854846954346,0.330092551794292,2048,512,0.6093
177,177.mp3,data_raw/PMEmo/chorus/177.mp3,ok,,,30.040816326530614,22050,662400,1.040427803993225,0.3245981112713353,2048,512,0.8574
179,179.mp3,data_raw/PMEmo/chorus/179.mp3,ok,,,33.04489795918367,22050,728640,1.1817909479141235,0.39146864864371167,2048,512,0.9456
180,180.mp3,data_raw/PMEmo/chorus/180.mp3,ok,,,18.05061224489796,22050,398016,1.0932610034942627,0.319220175344657,2048,512,0.5217
181,181.mp3,data_raw/PMEmo/chorus/181.mp3,ok,,,18.05061224489796,22050,398016,0.9817502498626709,0.35448947095606353,2048,512,0.519
184,184.mp3,data_raw/PMEmo/chorus/184.mp3,ok,,,34.037551020408166,22050,750528,1.1133997440338135,0.2983813873246085,2048,512,0.9759
185,185.mp3,data_raw/PMEmo/chorus/185.mp3,ok,,,33.04489795918367,22050,728640,1.1817909479141235,0.39146864864371167,2048,512,0.9423
186,186.mp3,data_raw/PMEmo/chorus/186.mp3,ok,,,29.048163265306123,22050,640512,1.1079058647155762,0.3030769797669846,2048,512,0.8354
187,187.mp3,data_raw/PMEmo/chorus/187.mp3,ok,,,28.02938775510204,22050,618048,0.9739585518836975,0.18253366631632864,2048,512,0.8026
188,188.mp3,data_raw/PMEmo/chorus/188.mp3,ok,,,31.0334693877551,22050,684288,0.9127362966537476,0.21274004742225602,2048,512,0.8956
189,189.mp3,data_raw/PMEmo/chorus/189.mp3,ok,,,21.02857142857143,22050,463680,1.0165011882781982,0.1905503834280524,2048,512,0.607
191,191.mp3,data_raw/PMEmo/chorus/191.mp3,ok,,,21.02857142857143,22050,463680,0.9613862037658691,0.2503129025043631,2048,512,0.6054
192,192.mp3,data_raw/PMEmo/chorus/192.mp3,ok,,,23.04,22050,508032,1.2064887285232544,0.3387760366818318,2048,512,0.6665
196,196.mp3,data_raw/PMEmo/chorus/196.mp3,ok,,,16.03918367346939,22050,353664,0.9684263467788696,0.28934016346139046,2048,512,0.457
197,197.mp3,data_raw/PMEmo/chorus/197.mp3,ok,,,36.04897959183673,22050,794880,1.0048826932907104,0.2105436055730261,2048,512,1.0236
198,198.mp3,data_raw/PMEmo/chorus/198.mp3,ok,,,40.04571428571428,22050,883008,0.9678841233253479,0.2257058681050973,2048,512,1.1633
199,199.mp3,data_raw/PMEmo/chorus/199.mp3,ok,,,23.04,22050,508032,1.0671463012695312,0.3069663118160372,2048,512,0.6592
200,200.mp3,data_raw/PMEmo/chorus/200.mp3,ok,,,26.04408163265306,22050,574272,1.25162935256958,0.2734017460631387,2048,512,0.734
201,201.mp3,data_raw/PMEmo/chorus/201.mp3,ok,,,32.02612244897959,22050,706176,1.019431710243225,0.2893470329722502,2048,512,0.9272
202,202.mp3,data_raw/PMEmo/chorus/202.mp3,ok,,,30.040816326530614,22050,662400,1.135754942893982,0.307512244695419,2048,512,0.8719
203,203.mp3,data_raw/PMEmo/chorus/203.mp3,ok,,,36.04897959183673,22050,794880,1.050786018371582,0.30563256911981446,2048,512,1.041
204,204.mp3,data_raw/PMEmo/chorus/204.mp3,ok,,,31.0334693877551,22050,684288,0.8892902135848999,0.1738313078055653,2048,512,0.8866
205,205.mp3,data_raw/PMEmo/chorus/205.mp3,ok,,,14.027755102040816,22050,309312,1.0119065046310425,0.287395394318717,2048,512,0.4185
206,206.mp3,data_raw/PMEmo/chorus/206.mp3,ok,,,12.042448979591837,22050,265536,1.0672364234924316,0.2340726568095702,2048,512,0.361
207,207.mp3,data_raw/PMEmo/chorus/207.mp3,ok,,,32.02612244897959,22050,706176,1.0135287046432495,0.21788232875002747,2048,512,0.9295
209,209.mp3,data_raw/PMEmo/chorus/209.mp3,ok,,,28.02938775510204,22050,618048,1.0521858930587769,0.28775258133097303,2048,512,0.8165
210,210.mp3,data_raw/PMEmo/chorus/210.mp3,ok,,,24.03265306122449,22050,529920,0.9381512403488159,0.28395630108489467,2048,512,0.6949
211,211.mp3,data_raw/PMEmo/chorus/211.mp3,ok,,,44.04244897959184,22050,971136,1.1572179794311523,0.308790752649624,2048,512,1.3189
212,212.mp3,data_raw/PMEmo/chorus/212.mp3,ok,,,46.027755102040814,22050,1014912,1.0851187705993652,0.3680647199530802,2048,512,1.3327
213,213.mp3,data_raw/PMEmo/chorus/213.mp3,ok,,,66.03755102040816,22050,1456128,1.0944780111312866,0.26438198490607245,2048,512,1.8841
215,215.mp3,data_raw/PMEmo/chorus/215.mp3,ok,,,48.03918367346939,22050,1059264,1.188990592956543,0.3751428672597975,2048,512,1.3844
216,216.mp3,data_raw/PMEmo/chorus/216.mp3,ok,,,30.040816326530614,22050,662400,0.9654785394668579,0.27844847538055,2048,512,0.8697
